@relation textClassifier

@attribute textClassifier {btp, commercial, informatique, tourisme}
@attribute text String

@data
informatique,'Directement rattaché au Président Directeur Général vous êtes garant de l’alignement du SI sur la stratégie de l’entreprise. A ce titre vous êtes responsable de la conception de la mise en œuvre et du maintien en conditions opérationnelles du système d’information de la sécurité et de sa qualité. Vous fixez et validez les grandes évolutions des systèmes d’information de l’entreprise tant aux niveaux des systèmes que des réseaux et de la sécurité. Vous anticipez les évolutions nécessaires en fonction de la stratégie de l’entreprise et en maîtrisez les coûts. Vous déterminez les investissements en fonction des sauts technologiques souhaités. Vous vous assurez de l’efficacité et de la maîtrise des risques liés au système d’information. Vous êtes garant de la disponibilité des solutions auprès des acteurs internes et externes. Vous managez une équipe d’administrateurs systèmes réseaux télécommunications développeurs et maitrise d’ouvrage. Doté d’une expérience de 5 ans minimum sur un poste similaire votre expérience de généraliste des SI vous permet d être légitime dans un poste à forte dimension technique managériale stratégique et relationnelle. Vous êtes capable de vous imposer dans un environnement complexe avec le recul nécessaire pour bâtir un SI efficace et de qualité sur une vision long terme. Vos qualités managériales sont reconnues. ?diteur français et acteur historique sur le marché des logiciels de gestion nous accompagnons les TPE et PME depuis 1984. Nos solutions couvrent les fonctions clés de l’entreprise : la comptabilité la gestion commerciale et la paye. Nous accompagnons plus de 500 000 entreprises certaines depuis leur création et tout au long de leur développement.'
informatique,'Notre client est spécialisé dans la transformation digitale. Ils développent et mettent en oeuvre des stratégies de digitalisation parfaitement adaptées aux nouveaux métiers tout en respectant les enjeux opérationnels. Leur expertise business RH marketing et technologiques leur permettent d’agir de manière transversale sur l’ensemble des leviers de l’entreprise et de les déployer rapidement en interne et sur le terrain. Votre poste sera décomposé en 5 grandes catégories: Gestion financières: Relations avec les banques suivi journaliser des comptes Trésorerie journalière Enregistrement règlements clients et suivi de la comptabilité Suivi des charges sociales et suivi des échéanciers contact URSSAF Gestion du personnel: Préparation des éléments variables de paie à communiquer au cabinet comptable contrôle des fiches de paie Inscription aux différents organismes et tenue des registres Gestion de la médecine du travail Gestion des absences Gestion des dossiers de formation Suivi note de frais collaborateurs Gestion des clients et fournisseurs facturation suivi CRM et relance clients Contrats et suivi de bons de commande et devis Traitement administratif des dossiers clients Assistance aux appels d offres Etablissement des bons de commande (traitement et validation des factures) Paiements des fournisseurs et suivi en cas de litiges Gestion juridique Création des contrats divers (fournisseurs et clients) Etablissement des bilans pédagogiques Gestion des marques Réponse enquêtes obligatoires diverses: R D statistiques Gestion administrative et logistique Gestion du courrier accueil des visiteurs classement et archivage Maintenance des locaux Gestion des fournitures et approvisionnement De formation comptable ou RH avec une appétences pour les chiffres. De nature débrouillarde et autonome vous appréciez la polyvalence. Votre sens du relationnel ainsi que votre organisation/rigueur seront des atouts considérables. LE L GROUPE est une communauté RH représentée par LES NOUVEAUX HERITIERS une communauté Digitale représentée par LOUIS 21 Nos expertises : Recrutement Intérim – Conseil Formation – eRH – Digital – Expérience Client www.lesnouveauxheritiers.com – www.louis21.com'
informatique,'Missions du poste Sous la coupe d un Product Manager vos missions sont les suivantes : ? Accompagnement à la définition d offres : o Analyse de concurrence et veille fonctionnelle sur les principales solutions Moovapps commercialisées. o Collecte d information dans le cadre d analyses de marché ciblées ? Accompagnement au lancement d offres : o Accompagnement au lancement des solutions Moovapps et mise à jour des supports : Production de fiches produit. Production de supports de présentation : fiche produit vidéo de démonstration présentation PowerPoint ? Animation et gestion de la plateforme d animation commerciale : o Mise en ligne des supports marketing et gestion des mises à jour. o Collecte des retours des informations commerciales o Diffusion des actualités proposées par les chefs de produit. ? Présentation de son avancement et de son planning de mise à disposition des livrables marketings aux chefs de produit. Missions secondaires : ? Gestion de la diffusion des supports marketing produit auprès des directions commerciales. ? Collecte des besoins des commerciaux et des demandes de supports marketings (fiche produit analyse de concurrence) ? Animation d ateliers clients et participation aux évènements marketing (salon conférence ?) Profil recherché Actuellement en école de commerce vous vous destinez à poste en marketing produit et souhaitez développer vos compétences au sein d un éditeur de logiciel en forte croissance. Vous avez un très bon relationnel une excellente organisation et de bonnes capacités rédactionnelles. Le groupe accélère la transformation numérique de votre entreprise. De la conception 3D à la vente en ligne'
informatique,'Missions du poste Sous la coupe d un Product Manager vos missions sont les suivantes : ? Accompagnement à la définition d offres : o Analyse de concurrence et veille fonctionnelle sur les principales solutions Moovapps commercialisées. o Collecte d information dans le cadre d analyses de marché ciblées ? Accompagnement au lancement d offres : o Accompagnement au lancement des solutions Moovapps et mise à jour des supports : Production de fiches produit. Production de supports de présentation : fiche produit vidéo de démonstration présentation PowerPoint ? Animation et gestion de la plateforme d animation commerciale : o Mise en ligne des supports marketing et gestion des mises à jour. o Collecte des retours des informations commerciales o Diffusion des actualités proposées par les chefs de produit. ? Présentation de son avancement et de son planning de mise à disposition des livrables marketings aux chefs de produit. Missions secondaires : ? Gestion de la diffusion des supports marketing produit auprès des directions commerciales. ? Collecte des besoins des commerciaux et des demandes de supports marketings (fiche produit analyse de concurrence) ? Animation d ateliers clients et participation aux évènements marketing (salon conférence ?) Profil recherché Actuellement en école de commerce vous vous destinez à poste en marketing produit et souhaitez développer vos compétences au sein d un éditeur de logiciel en forte croissance. Vous avez un très bon relationnel une excellente organisation et de bonnes capacités rédactionnelles. Le groupe accélère la transformation numérique de votre entreprise. De la conception 3D à la vente en ligne'
informatique,'Vos missions consisteront essentiellement à: le suivi le contrôle et la révision des comptes des filiales zone Europe et APAC la vérification des entrées comptables (paie location crédits baux…) dans le respect de la réglementation locale (fiscale sociale et juridique) Le contrôle de la mise en place et du respect des procédures groupe auprès des filiales La coordination avec les auditeurs et/ou les experts comptables des filiales. Formation : BAC+3 de type DCG. Expérience : stage en cabinet comptable (bilan liasse fiscale). Compétences : esprit d’équipe sens du relationnel rigoureux(se) curieux(se) autonome qualités d’analyse et d’organisation. Un anglais courant est nécessaire pour la communication avec les filiales. Une formation à SAP sera assurée par Esker. 3ème éditeur de logiciel de la région Auvergne Rhône Alpes nos solutions en mode SaaS permettent de dématérialiser et d’automatiser la gestion des flux documentaires des entreprises : factures bons de commandes demandes d’achat… Près de 5 000 clients à travers le monde nous font déjà confiance parmi lesquels Samsung Starbucks Sanofi Babolat Lafuma Lise Charmel Direct Energie SAP France Fromageries Bel. Fondée il y a 30 ans nous employons aujourd’hui près de 400 Eskériens à travers 11 filiales (Europe Asie Australie et USA) dont plus de 200 personnes dans notre siège social à Lyon. En croissance à 2 chiffres sur les 4 dernières année notre chiffre d’affaires 2016 s’élève à 66 millions d’euros.'
informatique,'Nous vous intégrons au sein d une équipe d’une dizaine de personnes chargée d’assurer le support applicatif en français et en anglais de nos clients sur notre solution. Encadré(e) par le Responsable du support qui vous accompagne dans l évolution de vos savoir faire vous devez assurer le suivi de la relation client en phase d exploitation de Sciforma et ce pour un portefeuille de clients identifiés. A ce titre vous devez donc : ** être le point de contact unique pour toute demande technique ou fonctionnelle des clients de votre portefeuille ; ** être responsable de la résolution des tickets de support et coordonner leur traitement en collaboration avec les différences services de l entreprise ; ** être garant de la qualité du suivi de la relation Client notamment par des réunions téléphoniques régulières et au moyen de tableaux de bord. Vous participez ainsi à la fidélisation de nos clients par la qualité des réponses et le respect des engagements de service. De niveau bac+5 informatique ou technique vous justifiez dans l’idéal d une première expérience réussie dans le support applicatif et l assistance aux utilisateurs. Vous maîtrisez impérativement le français et l anglais aussi bien à l écrit qu à l oral. Des qualités rédactionnelles sont indispensables dans la réussite de votre mission. Vous êtes prêt(e) à acquérir rapidement des connaissances complètes sur notre solution et à monter en expertise sur un poste nécessitant de réelles capacités d écoute d analyse et d adaptation à des problématiques variées. Vous avez une très bonne organisation et savez gérer les priorités. Patient(e) vous possédez un très bon relationnel avec les clients et gardez votre calme dans toutes les situations. Vous avez de bonnes aptitudes pédagogiques. Des connaissances en Gestion de projets seraient un plus. Poste sédentaire basé à Paris (Tour Montparnasse) ou Marseille (Quartier des Docks) ?diteur du logiciel de Gestion de Projet Sciforma développé dans la Silicon Valley et traduit en 6 langues nous sommes un groupe international à taille humaine animé par une forte culture d entreprise basée sur l autonomie la confiance et l esprit d’initiative. Nous vous proposons d intégrer notre équipe française créée en 1986 et constituée d environ 70 collaborateurs basés à Paris Montparnasse ainsi qu’à Marseille. Nos clients plus de 5000 entreprises françaises et européennes du secteur privé ou public appartiennent à tous les domaines d activités.'
informatique,'Au sein de l’Equipe IT vous serez en charge de : L’analyse et compréhension du besoin du client L’élaboration de solutions technologiques pertinentes La Rédaction de spécifications techniques L’Utilisation d’un langage de programmation afin d’initier les développements sur le progiciel Du Support client pendant les phases de tests De la résolution des différents bugs et Régulations nécessaires Du Support en production Le (a) consultant(e) sera amené(e) à interagir avec des interlocuteurs différents : équipes métiers des clients nos équipes projets et support technique. Accompagné(e) dès son arrivée le (la) consultant(e) sera formé(e) au métier du conseil et se spécialisera dans le secteur de la finance. En complément de l’expérience acquise sur le terrain nous offrons la possibilité de construire une carrière dynamique et évolutive dans un environnement international passionnant et stimulant. Langues : Anglais courant (écrit / lu/ parlé) IMPERATIF Salaire : Selon profil et expériences 35 à 45 k€ + Variable + mutuelle. H/F vous êtes titulaire d’un diplôme d’ingénieur ou d’un équivalent universitaire et justifiez d’une première expérience réussie au sein d’une équipe de consulting IT. La connaissance professionnelle du secteur bancaire serait appréciée. La maîtrise de l’anglais est impérative. Les Qualités requises pour ce poste: Appétence pour le secteur bancaire. Rigoureux (se) avec d excellentes capacités d analyse et relationnelles. Esprit d équipe et aussi capable de prendre des initiatives et d assumer un leadership quand c’est nécessaire. Capacité d’adaptation à des interlocuteurs de culture et de niveau fonctionnel ou hiérarchique différents. Capacité d’adaptation aux changements liés à la fonction de consultant (missions lieux de travail) A l aise dans des contextes internationaux. Réf ( cst/jr/it/75/KJ) Cabinet AB6 recrutement D.GEFFROYE S.SULMON Courriel : (e mail caché) 62 rue Condorcet 75 009 Paris Tél : (téléphone caché) Notre client est une Société Européenne fondée en 2004 qui propose des solutions fonctionnelles et techniques aux établissements financiers et participe à de nombreux projets d’implémentations de systèmes bancaires dans le monde entier. Pour leurs Bureaux Parisiens créés en 2009 et composés de 10 personnes nous recherchons dans le cadre de son développement un(e) consultant(e) junior technique basé(e) à Paris afin de rejoindre l’équipe IT France.'
informatique,'Sous la responsabilité du RSI votre objectif est d améliorer les outils de suivi de communication et de développer des composants métier (basés sur la plateforme DotNetNuke) pour leur intranet et extranet. Ces composants sont développés sous MS Visual Studio avec une gestion de configuration Sub Version. Le moteur de base de données utilisé est MS SQL Serveur. Au sein d un environnement Microsoft le stack technologique actuel est le suivant : Javascript (jQuery framework MVC frameworkUI ….) MS SQL CSS HTML ASP.NET C#. De formation Bac +5 de type Ingénieur ou équivalent universitaire vous justifiez d au moins une première expérience significative en développement de solutions web. Vos qualités relationnelles votre autonomie et votre organisation seront vos atouts sur ce poste. Un bon niveau d anglais vous permettra d évoluer sereinement au sein d un Groupe international. Basé sur le bassin Grenoblois le poste est à pourvoir en CDI. Notre client est spécialisé dans le développement de solutions logicielles de mesure 3D et l étude et la fabrication de systèmes de contrôle dimensionnel. Installé sur le basin Grenoblois depuis plus de 30 ans il travaille avec des groupes du secteur automobile aéronautique leurs sous traitants ainsi que des industriels des secteurs de l énergie de la construction du transport de l agriculture etc. Afin de renforcer ses équipes nous recherchons un Développeur Web Full Stack.'
informatique,'VOTRE INT?GRATION ET LES MISSIONS ? ACCOMPLIR : A la suite d une formation complète à nos techniques de vente suivie d accompagnements lors de votre intégration sur le terrain vous aurez à charge le développement commercial de votre zone géographique. En excellent communiquant vous irez à la rencontre de nombreux interlocuteurs professionnels et les conseillerez dans leur stratégie de développement par le média web. LA PERSONNALIT? QUE NOUS RECHERCHONS : Que vous soyez débutant ou expérimenté dans la relation commerciale c est avant tout un état d esprit et un caractère que nous attendons. Conquérant combatif et optimiste sont des termes qui vous représentent parfaitement ? Vous aussi vous êtes convaincu que du travail naît la réussite ? Dans ce cas vous êtes l homme ou la femme que nous recherchons ! ET COMME LA R?USSITE EST AUSSI FAITE D OUTILS ET DE MOYENS : Nous vous apportons : Un CDI avec une rémunération fixe + commissions non plafonnées Une zone de prospection ciblée et limitée géographiquement Un véhicule ordinateur téléphone tablette mutuelle et remboursement de frais Une évolution rapide à la mesure de vos résultats vers des fonctions d encadrement Des challenges commerciaux réguliers toute l année Depuis 2001 Axecibles accélere la performance digitale de ses clients (PME PMI artisans commerçants et professions libérales). 7000 clients nous font confiance. 14 millions de C.A. en 2015. Nos solutions sur mesure sont éprouvées novatrices et a forte valeur ajoutée. Origine France Garantie Google Partner et certifiée Prestashop Axecibles est résolument tournée vers la qualité la proximité le service et le retour sur investissement pour chacun de ses clients et partenaires.'
informatique,'Vous intégrerez l’équipe R D et serez amené(e) à participer aux différentes phases des développements autour de la suite logicielle eTemptation notamment : Analyse de l’expression du besoin Rédaction des spécifications fonctionnelles et techniques Développement en C avec tests intégrés Maintenance Tests unitaires et d’intégration. * Nous portons une attention particulière à l accompagnement de tout nouveau collaborateur pour garantir des conditions optimales d intégration. A cet effet vous suivrez un processus d accueil impliquant notamment des parcours spécifiques de formation dès votre entrée dans la société. De même notre système de parrainage permettra un accompagnement personnalisé et durable. Vous êtes issu(e) d’une formation supérieure et vous disposez d’une expérience significative avec les technologies suivantes (stages et projets acceptés) : C SGDBR SQL ... Les compétences suivantes seraient appréciées : GIT Docker environnement Linux Windows méthode Agile Scrum ... Autonome impliqué(e) et doté(e) d’un bon relationnel vous souhaitez rejoindre une entreprise en forte croissance et intervenir sur un progiciel reconnu et fortement implanté (de la PME aux entreprises du CAC 40) alors rejoignez nous. La maitrise de l’anglais et un plus. * Tentez l aventure Horoquartz en nous rejoignant ! HOROQUARTZ Filiale du Groupe Amano Société en plein essor et leader français de son secteur Horoquartz est éditeur et intégrateur de : solutions RH pour la gestion des temps la planification du personnel et le suivi d activité solutions de sûreté sécurité pour le contrôle d accès la vidéosurveillance la détection intrusion solutions de gestion des identités processus et cartes. Avec plus de 5000 clients PME ou grands comptes dans l industrie les services et les administrations ses solutions sont devenues des références du marché lui permettant ainsi de réaliser en 2016 un chiffre d affaires de 50M€ et d employer aujourd hui près de 500 salariés répartis sur 19 agences.'
informatique,'Intégré au sein de notre pôle Webmarketing vous aurez pour mission d’optimiser le référencement des sites des clients Axecibles. Après une période de formation aux procédures de l’agence vous prendrez en charge le suivi des projets de référencement naturel. Vos compétences et connaissances vous permettront rapidement de : Améliorer le positionnement des sites de notre parc client et par conséquent d’augmenter la visibilité et l audience. Réaliser des audits techniques et marketing afin de préconiser des optimisations de référencement naturel référencement payant et netlinking. Mettre en place des préconisations techniques et marketing réalisées lors de ses audits. Réaliser des reporting sur le positionnement l’analyse trafic du trafic et des conversions. Assurer une veille permanente afin d’identifier les dernières évolutions des techniques des moteurs de recherche et des moyens d’optimisation. Etre force de proposition sur d’autres techniques du webmarketing (Affiliation emailing réseaux sociaux etc.). De formation webmarketing / Ecommerce (bac +2/5) vous justifiez d’une expérience réussie d’au moins 6 mois sur un poste similaire et maîtriser les outils de mesure d’audience (Google Analytics Xiti Awstats Webmaster Tools). AXECIBLES accélère la performance digitale de ses clients (PME PMI commerçants artisans et professions libérales) depuis 16 ans. Les collaborateurs du Groupe gèrent ainsi les outils web de quelques 7.000 entreprises pour un C.A en 2015 de 14 millions. Reconnue sur notre marché pour nos capacités d’innovation et de notre professionnalisme nos solutions sont réalisées sur mesure pour chacun de nos clients notre objectif étant qu’elles soient toujours novatrices et à forte valeur ajoutée pour eux. Mécène de plusieurs associations reconnues d’utilité publique signataire de la Charte contre la Discrimination nos différents labels (Origine France Garantie Google Partner Prestashop Gold…) attestent de notre volonté affirmée d’être toujours plus impliqué dans le succès de nos clients et le bien être de nos collaborateurs. Nos facteurs clés de succès : • 150 : le nombre de nos experts au service du développement du Chiffre d’Affaires de nos clients • 10 ans : la durée moyenne de collaboration avec nos clients • 70 : de nos responsables sont issus de la promotion interne (2/3 sont issus de stages ou d’un premier emploi). • 26 ans : Moyenne d’âge • Des investissements permanents dans la R D la formation et les Hommes (et pour nous ça n’a pas de prix)'
informatique,'Notre Agence de Lyon (700 collaborateurs) recherche un(e) ingénieur(e) d étude et développement Java / JEE pour renforcer ses équipes projet dans le secteur des transports. Votre mission si vous l acceptez : analyser les besoins de vos clients concevoir les solutions techniques développer des interfaces graphiques innovantes (AngularJS NodeJS) améliorer le back end de ces applications (Spring Hibernate etc..) optimiser proposer et mettre en place des méthodologies adaptées (agilité TDD SOAP) Ce que nous pouvons vous apporter : être acteur de votre carrière tout en étant accompagné(e) intégrer des équipes dynamiques et motivées une structure stable un esprit de groupe et des agences de proximité un parcours de formation adapté à votre projet professionnel De formation BAC 5 (école d Ingénieurs ou universitaire) vous disposez d une première expérience dans le développement en Java/JEE. Vous êtes polyvalent(e) autonome avez l esprit de synthèse et êtes doté(e) d un bon relationnel. La maîtrise de l anglais est indispensable. Tous nos postes sont ouverts aux personnes en situation de handicap. Sopra Steria fort de 40 000 collaborateurs dans plus de 20 pays propose l un des portefeuilles d offres les plus complets du marché : conseil intégration de systèmes édition de solutions métier infrastructure management et business process services. En forte croissance le Groupe accueillera 2 700 talents en 2017 en France pour participer à ses projets d envergure sur l ensemble de ses métiers.'
informatique,'Le groupe a pour vocation d’imaginer développer et de maintenir opérationnels les systèmes d’information de ses clients. Pour cela notre entité dispose d’un riche portefeuille d’offres d’intégration de systèmes à forte valeur ajoutée qui garantissent une rentabilité et une croissance optimale à ses clients. Cette entité continue à adapter ses offres afin de satisfaire la demande croissante de solutions. Dans la cadre du démarrage d un contrat (à partir du 1er Octobre 2017) : consultations fournisseurs et établissement des propositions purchasing (traitement des obsolescences) maintenance et archivages des bases de données contractuelles facturation et recouvrement logistique habilitations et accès site remplacement ponctuel de l’assistant de gestion Anglais requis. Vous êtes créatif curieux motivé et avez le sens du travail en équipe. Le groupe est un leader international de la transformation digitale avec environ 100 000 collaborateurs dans 72 pays et un chiffre d’affaires annuel de l’ordre 12 milliards d’euros. Numéro un européen du Big Data de la Cybersécurité des supercalculateurs et de l’environnement de travail connecté le Groupe fournit des services Cloud solutions d’infrastructure et gestion de données applications et plateformes métiers ainsi que des services transactionnels. Grâce à ses technologies de pointe et son expertise digitale sectorielle le groupe accompagne la transformation digitale de ses clients dans les secteurs Défense Finance Santé Industrie Médias ?nergie Utilities Secteur Public Distribution Télécoms et Transports.'
informatique,'Nous évoluons dans le secteur du conseil de la formation en stratégie management organisation et qualité et dans le secteur des prestations informatiques pour la gestion de la performance. La mission Afin de suivre le développement commercial du cabinet vous participez activement à l organisation et à la coordination des missions suivantes : Mise en place de l activité commerciale ; Réalisation du plan marketing ; Qualification des fichiers de prospection ; Suivi des contrats existants : reconduction renégociation ; Gestion de la relation avec les clients ; Planification de la politique commerciale ; Planification événementielle ; Réalisation d actions promotionnelles et commerciales ; Production de documents commerciaux ; Réalisation d études marketing ; Participation aux réponses aux Appels d Offres dans le respect des délais et en assurer la gestion administrative ; Générer des devis en effectuer la relance et le suivi ; Gestion du webmarketing. Vous êtes un étudiant de formation Bac +4 minimum niveau master 1 ou 2 école de commerce IUP vous êtes à la recherche d un stage conventionné ou d une alternance longue. Vous maîtrisez les outils informatiques (Outlook Word Excel Powerpoint Publisher Internet...) et êtes complètement opérationnel dans la pratique de l anglais tant à l oral qu à l écrit. Vous avez un français écrit parfait. Vous êtes doté d un sens de l organisation et de rigueur. Doté d un excellent relationnel vous faites preuve de disponibilité de souplesse et vous savez vous adapter à un public varié et exigeant. Curieux vous avez l esprit d initiative et vous êtes créatif et dynamique. Nous évoluons dans le secteur du conseil de la formation en stratégie management organisation et qualité et dans le secteur des prestations informatiques pour la gestion de la performance.'
informatique,'CCM Benchmark Group recherche un intégrateur web pour une durée déterminée d environ 4 mois (remplacement congé maternité). Situés en plein coeur de Paris vous intégrerez une équipe dynamique passionné par le web dans un environnement motivant. Vous serez en délégation dans une équipe agile (scrum) une partie de votre temps pour apporter votre compétence et mener à bien les missions suivantes : l intégration de nouvelles fonctionnalités sur des sites à fort trafic comme : commentcamarche.net ou nextplz.fr la maintenance d un guide de style pour les sites sur lesquels vous travaillerez. Vous travaillerez l autre partie de votre temps pour le compte de la régie du groupe et mènerez à bien la mission suivante : l intégration de dispositifs promotionnels du type espaces dédiés kits emails ou landing pages. Poste à pourvoir pour début septembre. Compétences requises : Très bonnes connaissances des langages HTML5 CSS3 / SASS et du responsive web design Connaissance des méthodologies BEM / OOCSS / Atomic Design / Mobile First qui font partie des normes de notre société Bonne sensibilité graphique notions d ergonomie et UI/UX car vous pourrez intervenir directement sur la conception Notions des bonnes pratiques de développement liées à la performance web Notions de JS / Twig / PHP / Symfony souhaitées car vous interviendrez sur le code en total autonomie Connaissance de Photoshop et Git Passionné par le web et ouvert d esprit Propriété depuis 2015 du Figaro CCM Benchmark est présent en 11 langues. Nous éditons entre autres les sites commentcamarche.net linternaute.com journaldesfemmes.com journaldunet.com droit finances.net sante medecine.net copainsdavant. Le groupe Figaro/CCM Benchmark est aujourd hui le premier media français sur Internet avec plus de 23M de VU/mois. et 50 millions dans le monde.'
informatique,'Nous recherchons pour l un de nos clients spécialisé dans les réseaux de télécommunication un DESSINATEUR FTTH H/F. Vous aurez pour mission la réalisation d études NRO PM/ZAPM FTTH sur le logiciel AUTOCAD. Mission à pourvoir rapidement et pour minimum 2 mois Salaire selon expérience entre 10 et 11.50€ de l heure et tickets restaurant. Dessinateur FTTH Utilisation AUTOCAD le Groupe ARTUS (21 agences sur le Grand Ouest ) accompagne ses clients et ses intérimaires avec conviction et professionnalisme dans leurs recherches de personnel ou d emploi.'
informatique,'Vous managez l activité digitale interne et externe d International Carriers en intégrant le CRM et les réseaux sociaux dans votre réflexion. Vous travaillez sur le choix des événements à mettre en place et vous coordonnez l ensemble des actions suivantes : Sites Web d IC externe client Intranet Animation des communautés :     • Alimenter en contenu les réseaux sociaux (linkedIn twitter plazza…) et les sites web : externe client et intranet salariés reseau social d entreprise etc…     • Chercher constamment à « créer » de l engagement et susciter de l interaction avec les clients et les prospects mais aussi des salariés     • Gérer la partie modération. Expérience/Relation client – Marketing direct :     • Campagnes marketing : évaluation et suivi des actions en lien avec notre nouveau CRM pour permettre une gestion de campagnes marketing – prix spécifiques – offres à pousser etc…. mais aussi création et gestion opérationnelle de pushmails à l attention des clients (nb d envoi retours suivi etc…)     • De plus en plus de clients se servent des réseaux sociaux pour interagir sur un sujet particulier – thèmes par ex. Fraude cybersécurité cloud un produit un service etc….   Création et Rédaction de contenus fond :     • Créer et organiser les contenus en relation avec la stratégie d IC fonction d un calendrier d évènements/RV clients et internes récurrents sur l année     • Poster sur les réseaux sociaux et sur le web externe wholesale     • Rédiger les articles les billets de blog les pushmails etc…  Design forme :     • Gestion de cahiers des charges pour visuels infographiques  car un article blog partagé sur tous les réseaux sociaux a toujours un visuel attenant     • Relations en transverse avec la direction de la marque pour certaines créations de visuels     • Créativité nécessaire pour l ensemble des outils internes externes et commerciaux.  Plan de communication analyse des résultats :     • Production d une roadmap globale et mensuelle     • Analyse des statistiques web tweets etc…  Veille :     • Veille informationnelle et concurrentielle ainsi que lecture de la presse spécialisée. Cette veille s accompagne d une constante vigilance sur ce qui se dit sur Orange la concurrence ou le wholesale sur les réseaux.  Relation blogueurs :     • Contact avec les blogueurs qui exercent sur un même secteur d activité. Pour s informer et parfois pour relayer de l information ou des opérations spéciales. Vous êtes dynamique de formation supérieure en communication niveau Master 2 et vous avez une première expérience en digital et en évènementiel. CDD de 6 mois à partir du 1er septembre 2017. Compétences :     • Compréhension des principes de base du marketing de l e marketing et de la communication     • Vous avez une appétence pour les nouvelles technologies     • Vous connaissez et maîtrisez les différents réseaux sociaux et web ; maitrise de photoshop     • Vous parlez l anglais couramment     • Vous savez faire preuve de leadership et vous possédez une capacité d analyse et de synthèse     • Vous êtes d un naturel méthodique et rigoureux     • Dynamique et réactif(ve) vous avez la capacité à travailler en mode collaboratif et transverse     • Vous avez le sens du contact et de la relation client     • Vous possédez une aisance rédactionnelle     • Vous êtes capable de vous adapter à un environnement international et digital en constante mutation. Le plus de l offre : Vous serez amené(e) à travailler dans un environnement international et multiculturel dans des locaux au cœur de Paris. La Direction de la communication interne et externe d International Carriers (IC) définit propose et développe l ensemble des actions commerciales et les communications internes pour IC en créant de la valeur pour le Groupe. Elle assure la cohérence globale des actions au niveau du Groupe. Afin de prendre en compte les changements profonds dans le comportement de ses clients et de ses salariés International Carriers (IC) doit continuer à améliorer la notoriété de sa marque ainsi que sa visibilité en développant l usage digital en externe et en interne. C est un moyen structurant et nécessaire pour mettre en avant efficacement ses offres et ses services à la frontière entre communication relation client et marketing direct. IC organise également un certain nombre d événements en France ou à l étranger pour accompagner et développer une relation commerciale privilégiée avec ses clients les plus importants sans oublier ceux dédiés à ses salariés.'
informatique,'Au sein d une équipe à taille humaine (14 personnes) et dans une ambiance de travail conviviale vous êtes rattaché(e) au Chef de projet pour maintenir et faire évoluer la solution de gestion conçue par l entreprise. Après une période de formation et de montée en compétences notamment sur le plan fonctionnel vous intervenez de façon transverse tout au long du cycle de vie des projets. Ainsi vous êtes amené(e) à réaliser le support fonctionnel et technique auprès des clients de l analyse fonctionnelle de la conception et développement en vue de maintenir la solution en conditions opérationnelles et faire évoluer celle ci. Issu(e) d une formation supérieure en informatique (Bac + 2 minimum requis) idéalement orientée en informatique de gestion vous possédez une expérience professionnelle réussie de 2 ans minimum en développement sous environnement .Net / C#. Une expérience et culture d entreprise éditeur de logiciel sera également fortement appréciée. Passionné(e) par la technique vous recherchez une opportunité qui vous permettra d être pleinement épanoui(e) sur le plan technique tout en évoluant vers un poste transverse vous permettant d être en contact avec les utilisateurs de l analyse fonctionnelle etc... en vous inscrivant durablement dans un vrai projet d entreprise? => Envoyez nous dès à présent votre CV. Pour faire la différence : www.springfrance.com ! Poste à pourvoir de suite en CDI. Pour faire la différence : www.springfrance.com ! A la recherche de nouvelles affinités professionnelles ? Spring cabinet de conseil en recrutement et intérim spécialisé recrute pour son client final (éditeur spécialisé dans les solutions de gestion d entreprise) un Développeur confirmé en environnement Microsoft .Net (F/H).'
